draw,rho,decay_mi,beta_ms,beta_low_income,beta_swd,beta_absent,p_max,gifted_propensity,hs_indep_factor,hs_car_factor,scale
35,0.8500000000000001,4.379734899386466,0.11010093088332519,0.34287180189456257,6.3323600594097575,0.10035625619441493,0.95,0.9166196118222034,0.7842070453193128,0.7586671757134869,0.8658738638292056
36,0.8500000000000001,4.000988662697461,0.10995337166214068,0.33817021110912254,6.684128509281142,0.0434595417998233,0.95,0.9198431327238069,0.6439320003343421,0.4616973594029279,0.8895265442840132
37,0.8500000000000001,5.834449128941418,0.13797125228221513,0.2953116705717558,6.501315806540869,-0.032086456181502195,0.95,0.9194549517000078,0.6612434439487561,0.4142982125335416,0.808809263269281
38,0.8500000000000001,3.289395214536804,0.14894039018042354,0.30991331876379,5.422603579447228,0.045968366613773876,0.95,0.9156302477183391,0.6845106299440095,0.4919103108057322,0.944772561450089
39,0.8500000000000001,4.054486029231342,0.12992908828290378,0.3787584603241666,6.679605932471034,0.13094358758917862,0.95,0.9210178268531145,0.8226522932799366,0.8268471580117235,0.8844897043518773
40,0.8500000000000001,4.241688306429611,0.2216844274734991,0.26531340538469383,4.466133588636317,0.03988759896716329,0.95,0.9189297008095436,0.6550619683286,0.6076570662259195,0.8755072185238624
41,0.8500000000000001,2.5719836672245875,0.21169696552996106,0.370485626828812,5.495721497310693,0.08677578936454214,0.95,0.9173988754225426,0.7359276195816221,0.2507876067753257,1.0381231278840883
42,0.8500000000000001,6.222656147373373,0.11234954920557605,0.39163292985069065,5.933844214640901,0.048309775815854154,0.95,0.9169536159664877,0.6334766181389824,0.3287045115395953,0.7899777266490321
43,0.8500000000000001,4.599833026763293,0.14444960899002102,0.3466418027275829,4.862529100981632,-0.04762986710012585,0.95,0.9197224728622492,0.7231249069777987,0.6121737925152544,0.852483219094329
44,0.8500000000000001,4.556942371647898,0.05461460867784012,0.3217093953543691,5.570453508301103,-0.043848686629479924,0.95,0.9183421536408682,0.7759841622684658,0.4102295433455543,0.857552398324659
45,0.8500000000000001,3.9961815443528725,0.01250251964184505,0.4246387871524875,5.931999659261447,0.041958766840918066,0.95,0.9193575238786856,0.6562915998068736,0.3365034050836093,0.8863440650129181
46,0.8500000000000001,5.373092003002112,0.09692967778453676,0.2458461315576559,5.26725568510871,0.039771235098750655,0.95,0.9158948540741904,0.7906955317430118,0.3891450974081736,0.8206636869379688
47,0.8500000000000001,3.1803545334812044,0.1884787171389297,0.15127498780812354,6.949595248245087,-0.005115947323125518,0.95,0.9175897470457132,0.7310886311419549,0.6100016058676725,0.9574749006053493
48,0.8500000000000001,5.1541458705801695,0.10097833435229449,0.36641037779184943,5.745320208020983,0.013785750941547622,0.95,0.916990099692153,0.6349091297338207,0.6454781730380214,0.8248669323973843
49,0.8500000000000001,6.23840721708538,0.1426338631467563,0.18295546938273038,5.080277699741447,0.07421736320284376,0.95,0.9157517330719285,0.6691978218483617,0.5749841167802284,0.7959248597005163
50,0.8500000000000001,4.179625977218204,0.07692148898805698,0.35816574422725417,4.585891625432532,0.06944181291459559,0.95,0.9191748882787323,0.6500316283235024,0.4742167892544875,0.8743973691790837
51,0.8500000000000001,4.054064680767583,0.15769753634392414,0.3480446025994607,5.067121567658376,0.05968132420803543,0.95,0.9174886761729607,0.7316611656571067,0.39854687888518764,0.8858411296889908
52,0.8500000000000001,3.5448240820954653,0.11552119334477219,0.37446461413082344,4.646135593280989,0.030400027131479067,0.95,0.9206963262229133,0.7733056957819994,0.6197950530381228,0.9181454913167166
53,0.8500000000000001,4.380675121373024,0.04583963674651958,0.32157504943731124,6.216696478596807,-0.026569886712774066,0.95,0.921678219682185,0.6377235232155813,0.6685731313303466,0.8621494586768007
54,0.8500000000000001,5.305733255023143,0.1881706803702661,0.44474729405770713,6.23291610740777,0.11035183050786825,0.95,0.9188745950488729,0.6081226941572162,0.419725786748092,0.820950893964839
55,0.8500000000000001,2.7198577741808476,0.27929522078584945,0.34509352800334236,5.076272514572922,0.05862230736258806,0.95,0.9161047054483065,0.759365060684568,0.6532833845148686,1.015556922681217
56,0.8500000000000001,5.183545409030589,0.1068434569002322,0.303990679681751,5.91593870569767,0.04945132602342646,0.95,0.9202667997652101,0.770345347241916,0.4386226181407799,0.8255631530085075
57,0.8500000000000001,3.8656940001577023,0.1195303767944372,0.38889823737505075,5.084329287856294,0.11144891491695004,0.95,0.9186515849318451,0.5941272645390009,0.2932052540824187,0.900139747544308
58,0.8500000000000001,5.936878395627814,0.1373640857286391,0.28632964942484407,6.207227910465754,0.09720296264413876,0.95,0.920502783921647,0.8722728318817613,0.4605172917093417,0.7998847512861913
59,0.8500000000000001,3.5716932996119066,0.11560412482720389,0.31507359748828384,5.517895936911596,0.048111192779800784,0.95,0.9191160336143435,0.7060035561327032,0.49125167861731245,0.9178630340041996
60,0.8500000000000001,4.5221883459093695,0.2375177925971897,0.24730919866450024,5.8198899745738455,0.04310292435996894,0.95,0.9198987850857124,0.8106479361462922,0.7420303708487926,0.8606296879707832
61,0.8500000000000001,4.00123748014501,0.1961184955466258,0.4247895326904682,2.3306362798760736,0.05631562706821506,0.95,0.9193874497458846,0.657781509663631,0.4818711898607005,0.8899974924280004
62,0.8500000000000001,4.731619704037222,0.06608418783742694,0.31086254840441363,7.202865554738302,0.04955779553779478,0.95,0.9230516120305153,0.5743260443597186,0.681826231284954,0.8503073367782169
63,0.8500000000000001,3.3672476056669804,0.15266838297040308,0.2572765672308604,5.578994656561654,0.07408752730087151,0.95,0.9194708284924292,0.7260632087449654,0.328529580025354,0.9399637261752494
64,0.8500000000000001,5.158977469695041,0.233460286403428,0.3206746983707297,6.6752644141559365,0.12843920297253925,0.95,0.9191006753929056,0.637092328612402,0.26202734121207527,0.8285348204705256
65,0.8500000000000001,3.915280051633835,0.046485448469331975,0.35442254176546906,5.03462024319164,0.04364801890738634,0.95,0.9164591292101781,0.5190135372451824,0.3987600065821956,0.8940303531395586
66,0.8500000000000001,5.806959356656011,0.14940849896208586,0.26948211025106933,5.7340211705292345,0.05743279846333082,0.95,0.9165415609169086,0.684164647097112,0.6888162776795621,0.8042119513902741
67,0.8500000000000001,3.6086549681174915,0.09751699259630202,0.2868960778594692,6.117859289387638,0.04126393039865179,0.95,0.9195648771743942,0.8298241528597454,0.745272836353067,0.9102148597080472
68,0.8500000000000001,3.8759553876399178,0.16692953682040865,0.2818746722820883,6.149278288340033,0.022214343088921878,0.95,0.9146045871441828,0.7212581091455476,0.5253158316534762,0.8958982530791982
69,0.8500000000000001,4.605169524429141,0.21784512134241438,0.4048981832356471,7.318964204465762,0.016865024340644106,0.95,0.9205343648018873,0.699699631214227,0.22978159170218268,0.8585712462736447
70,0.8500000000000001,4.396679074398318,0.14993744362283531,0.25752040735600235,4.263743985209665,0.01829655838773723,0.95,0.9158152229859888,0.5708225798202508,0.3952816198711578,0.8675417360633125
71,0.8500000000000001,4.686765233810442,0.14962981187507224,0.3580205268095653,5.548708516926618,0.09970596733714869,0.95,0.9166161990587988,0.6731341513880513,0.3045781935669478,0.8495480265751496
72,0.8500000000000001,5.20861457478104,0.10979900787086797,0.3510198537898448,6.690088364077839,0.059193723970734746,0.95,0.9126837051982493,0.7026058546864283,0.4335529978635332,0.822257930813302
73,0.8500000000000001,3.9666282203143255,0.07349765635014638,0.394178021526262,6.020715714749706,0.05306884111760848,0.95,0.9139005859489405,0.6967308698872371,0.367239885396518,0.8842013224830921
74,0.8500000000000001,4.930730702076358,0.03348544577696556,0.2531315640440643,4.369596411595742,0.11768210239192987,0.95,0.9182029566066053,0.5302907270320345,0.5830513724371854,0.8363029280527527
75,0.8500000000000001,5.764237903965863,0.13588186905551256,0.35662430889086943,6.725675081744135,0.08779520024601975,0.95,0.9192540543313514,0.8443632320752559,0.3741914499652578,0.808805837772323
76,0.8500000000000001,4.600501852866675,0.14802941441794845,0.23955898462308245,5.049924784787215,0.05764429640069578,0.95,0.9194150801532924,0.6782601408329502,0.586839365297384,0.8550920585810948
77,0.8500000000000001,4.3058632832711385,0.09492278945749862,0.27166670831649864,5.917249292295698,0.06628442350729127,0.95,0.9180945383247717,0.81840442349782,0.5171872461099433,0.8721317199397651
78,0.8500000000000001,3.931740483691258,0.08830270176063806,0.3342405339233897,4.258879659655902,0.061152423941520664,0.95,0.9163871811048635,0.6600191437670532,0.7823703833169026,0.891862206147694
79,0.8500000000000001,4.5323129239857725,0.08922123033590526,0.202865930251097,5.385330106684731,0.08486969887485347,0.95,0.9185839845596926,0.8622077597421572,0.2445794086072492,0.854491898224248
80,0.8500000000000001,4.098660312709816,0.13329484205957987,0.3648438986158672,4.958112842163966,0.0468250672926918,0.95,0.9230052505749972,0.6490041785889249,0.223533003969136,0.8796811308042607
81,0.8500000000000001,3.512057167414625,0.16227096502158625,0.23306794588945318,5.465646135853889,0.06616004854247742,0.95,0.9180357018779831,0.6144652124321184,0.31109913455460286,0.9260115827085871
82,0.8500000000000001,5.1770761061294,0.02920263027673648,0.3140127146194855,5.583142781334883,-0.0601204210813948,0.95,0.9172583973833676,0.6906609576484192,0.41699038024433044,0.8277080901748876
83,0.8500000000000001,3.7085149261396935,0.1384093733853836,0.32349039728864476,7.242062522983738,0.06835276711286754,0.95,0.9164671117015403,0.8145015559340412,0.3248539459564705,0.9099019277194773
84,0.8500000000000001,4.726852348507176,0.03162468249264534,0.3420105925697974,7.395168854700734,0.0029833691563240193,0.95,0.9178448944916378,0.5835974599331464,0.2560590466432573,0.8476480877949559
85,0.8500000000000001,4.161905209111368,0.17463971898828887,0.278252164092061,5.628057414747845,0.029672257018473105,0.95,0.915568252102712,0.6337533481083861,0.34916791646678497,0.882144125511115
86,0.8500000000000001,5.4371165382467765,0.061700573235094584,0.2884197522644104,4.700585436140971,0.07570586079757141,0.95,0.9171572265189697,0.696733255259858,0.8948905305181317,0.8167884477879787
87,0.8500000000000001,6.506582797884068,0.15302296649471675,0.2470429513063569,4.815574902202697,0.11089820401908956,0.95,0.9179667000308546,0.7467530461655735,0.43487769250806146,0.7858783901217591
88,0.8500000000000001,4.750207705861031,0.16938691615649382,0.2395700580980967,6.4828397289253585,0.057118037393340024,0.95,0.9196735188324924,0.6868354426677887,0.45399451763782017,0.847913605131594
89,0.8500000000000001,4.279179376351057,0.10395553080815012,0.29700155320244775,4.983867236258029,-0.00018280558526720186,0.95,0.9185698621073878,0.7833527763556956,0.156028507787869,0.8704980343545358
90,0.8500000000000001,6.3928660183319925,0.1354518518429009,0.35831515162740096,6.68553062255045,0.007903660294950461,0.95,0.9206433363339694,0.7744369954733962,0.5416018343252809,0.7900913098345899
91,0.8500000000000001,3.554813117650017,0.17246944628571628,0.4136695436221312,3.585228317488837,0.0753470638504744,0.95,0.9202072583524283,0.7364135298294059,0.3913916923776601,0.9212434542062441
92,0.8500000000000001,4.774329921005597,0.06687320518991743,0.2687745999852175,6.94406074820609,0.03815747249517371,0.95,0.9154335100319031,0.7553160043118048,0.7130943030078191,0.8482802208086229
93,0.8500000000000001,4.121287907676617,0.08493363418408098,0.43975789061690174,3.6219636807731606,0.055340140435498134,0.95,0.9198171807945223,0.787777110814838,0.46212646255337797,0.8860422241169098
94,0.8500000000000001,6.418401524557083,0.0647004512549025,0.39266341702473506,6.467135252408975,0.11877474453091152,0.95,0.9162665807737437,0.6653790981193656,0.7089604746172319,0.7879223308979927
95,0.8500000000000001,4.286578900898778,0.19586715042317687,0.38031452111461295,5.192661192286422,0.09867817698199262,0.95,0.9192256441782137,0.6537104793115425,0.6426471739400412,0.8700549502075026
96,0.8500000000000001,4.680536059009455,0.131848882412588,0.28321888604575585,5.560372224705145,0.03922188142600221,0.95,0.9162325453085598,0.7659169523865965,0.8062719133687727,0.8480534353385696
97,0.8500000000000001,4.750516450157038,0.17273342238179262,0.38930861713456455,5.515737651950482,0.07478403593976207,0.95,0.9218723132735888,0.7546785968504183,0.47922124474035777,0.8461893557079148
98,0.8500000000000001,6.225473357132797,0.1500503414874016,0.2855000820333218,4.204307924148318,0.004369533740978068,0.95,0.9166297136213717,0.676823057414475,0.07382888797663918,0.7952917900436399
99,0.8500000000000001,4.629295131812773,0.12458202229731093,0.26692616500251126,6.389684673501612,0.10250137679292659,0.95,0.9187461977428383,0.5440809842035249,0.279886134526387,0.8546678445302683
100,0.8500000000000001,5.751701546544103,0.0901597508662261,0.25181150881946546,5.435700295965755,0.04495605576946795,0.95,0.9185674033582674,0.7935722441607121,0.26364146130778227,0.8064456943780961
101,0.8500000000000001,4.039245731147333,0.11415899365978396,0.3824518605886006,4.518569124449781,0.14096106178982654,0.95,0.9177021563502957,0.5559951991060827,0.7622724164252515,0.8876878792622458
102,0.8500000000000001,4.559887166506775,0.18021734731378192,0.16351295619094383,4.7785790392370195,-0.002928933968919149,0.95,0.918221764930904,0.6262176590569727,0.23728792893718648,0.8599365928543947
103,0.8500000000000001,4.275355305601937,0.1519040426811327,0.45234896519608625,4.570289659761866,0.06675338531018807,0.95,0.9183461730950462,0.755730245404925,0.6472044946210905,0.8685095508745614
104,0.8500000000000001,3.9579993298535636,0.15591656392404066,0.34718519569004286,6.234699109300279,0.08741381606060936,0.95,0.9156733947610078,0.586752443550961,0.42760084515047475,0.8907961332407334
105,0.8500000000000001,4.955323143660854,0.10587889301461324,0.2578099080045124,5.4016894023321855,0.0768295512203797,0.95,0.9182308243082069,0.5822250132483223,0.593476605921283,0.8356922762292257
106,0.8500000000000001,5.414158850914046,0.1187516924835037,0.33922542877797923,3.992975005528852,0.07778924625593746,0.95,0.9164435047108072,0.8243061887136444,0.8650729529661076,0.8168553099734986
107,0.8500000000000001,4.954879314792877,0.12790675730239284,0.2510210198798581,4.610212480571531,0.09832647793518216,0.95,0.9203129551550726,0.8515526170155509,0.4642225748833499,0.8386135237500398
108,0.8500000000000001,4.751724427728908,0.20901183717382857,0.2749552706925686,5.720124111537267,0.10225876289679939,0.95,0.9161045259152734,0.6211551685790689,0.5897755963651186,0.8506846500109617
109,0.8500000000000001,5.621617691482469,0.19116090928854937,0.329101572293862,7.0104631513428615,0.05330134436627629,0.95,0.9154315622879814,0.6339775960006527,0.6802406911182542,0.8104638794070645
110,0.8500000000000001,4.692622286473469,0.1310754556377195,0.37703500555068137,6.3463034017011095,0.0983531881513237,0.95,0.920417552915875,0.7598806103258571,0.7277185978438009,0.8462377194882783
111,0.8500000000000001,5.03554218969793,0.14666106045458807,0.3891513630242472,6.017638163792145,0.06080274510774893,0.95,0.9195097139776516,0.7212107602748028,0.11164436268654658,0.8338273647993952
112,0.8500000000000001,5.7782145513823355,0.20678911999749844,0.44838350971425023,6.637032422464473,-0.01346589164378931,0.95,0.9192668402923009,0.625445591845809,0.5486891939332402,0.806946871294145
113,0.8500000000000001,4.95218294797396,0.1370592791673652,0.362009907801463,5.291887841325074,0.04775127801019553,0.95,0.9146247346839705,0.6335857113100103,0.39145426116106574,0.8334045182395156
114,0.8500000000000001,3.863673197547145,0.06924711739942506,0.4257280542587327,3.9818805868368847,0.1307951986022195,0.95,0.9184598266940291,0.7827722702892779,0.3921640599615081,0.8968905575964629
115,0.8500000000000001,6.515255635844904,0.11812284937741013,0.35131052699559095,5.488274474870803,0.06811811335577277,0.95,0.9132733059603748,0.9021978127510099,0.5965821798504002,0.783485194162855
116,0.8500000000000001,4.929312140392466,0.17545866162878107,0.19319575161110714,5.312779323226189,-0.018694395058796068,0.95,0.9177930209847222,0.7840241991363671,0.4157510679460819,0.8435794136982804
117,0.8500000000000001,3.6955573151447547,0.1455032082497358,0.3800111158646533,7.097538634316914,0.04477119614793628,0.95,0.9159833240917794,0.7374653414589786,0.7942103316659493,0.9078141052447268
118,0.8500000000000001,5.518199658145261,0.03304501682593804,0.3844975349709236,4.638688477860702,0.0709024432992062,0.95,0.9187573957325136,0.7566385186455116,0.45006780782358247,0.8168811259002707
119,0.8500000000000001,4.9076808204056555,0.12849119937340994,0.3471426693983933,7.853715470363845,0.04838145315994766,0.95,0.9187450864208322,0.6724206052364569,0.6985589700544415,0.8399996186741228
120,0.8500000000000001,5.147928665874187,0.11762921020566776,0.22106590049057728,5.049778436231057,-0.042444254395345965,0.95,0.9167384917611987,0.8126877721964084,0.901184237348198,0.834138992172286
121,0.8500000000000001,4.918998233918556,0.21207515004485109,0.3293856356627573,4.879316819128843,0.06387271301935062,0.95,0.9143184929898728,0.7029469323745933,0.6396078589439061,0.8345458383374715
122,0.8500000000000001,6.3322070556364904,0.1459068458233062,0.3885486215691951,8.554186569368824,0.02492176639587147,0.95,0.9240773343864146,0.6049607794752746,0.17663221958103145,0.7902448635803846
123,0.8500000000000001,4.610650989968035,0.17624881529515798,0.2874252948497483,6.9729684454315475,0.044920904024294175,0.95,0.9160008286156844,0.8600485255168523,0.4505592466278001,0.8532603273527986
124,0.8500000000000001,5.254549000237084,0.14302263402038679,0.2718220783867932,3.2598884846874245,0.10763833633952621,0.95,0.9170207716148053,0.6521758145364106,0.20476318759810452,0.8254185909204935
125,0.8500000000000001,4.542913262615826,0.14774475291885422,0.32674533759104446,6.376839788058622,0.03572834414451633,0.95,0.9163985031175766,0.686259030247675,0.3201576516489362,0.8593279173825072
126,0.8500000000000001,6.5024189757738995,0.12600930981107872,0.31643994031868056,4.486971735928675,0.04054838010982211,0.95,0.9177123670696844,0.7572342315980987,0.45569188933823407,0.7868091937314662
127,0.8500000000000001,3.8838190409659363,0.08386748743821529,0.35387003067110906,5.5401717160343855,0.0026295490928776666,0.95,0.9198075924800851,0.6369506552217348,0.48579475913980336,0.8989803109664365
128,0.8500000000000001,6.877912880978066,0.14726879833095963,0.3226009288294457,7.901844792859293,0.05222277586980632,0.95,0.9154735804026725,0.835470241128139,0.3811932147133356,0.7775424221679239
129,0.8500000000000001,5.941807917295678,0.09430559316527844,0.3432168846859997,5.392976285022319,0.04910751549850771,0.95,0.9233786884787952,0.5871935900426891,0.5435330144242149,0.803714238196037
130,0.8500000000000001,6.139877003675055,0.17046985137082007,0.2847698552105384,4.810846548731694,0.10692104612361676,0.95,0.9168874562786398,0.6464274848450137,0.6007308946701012,0.7963855481715506
131,0.8500000000000001,5.0684222030285095,0.10678150154569398,0.3269158041645903,5.878384937319591,0.08098779965453586,0.95,0.9144004434569003,0.784090287812266,0.23408109319675557,0.8330445767580495
132,0.8500000000000001,3.9880374342198204,0.10677503858473124,0.372625386676872,6.895428993484627,0.11781391136609251,0.95,0.9203425831208826,0.8250793247756365,0.5187708728959491,0.8870834965904814
133,0.8500000000000001,3.8283622963744706,0.11992820421605965,0.3359332791138353,4.692770453122733,0.07159271727266857,0.95,0.917867689484338,0.6684538932786357,0.39823440030987833,0.8995277093913787
134,0.8500000000000001,4.895978638377115,0.09856991145211083,0.3130744641544237,5.120383482714074,0.09973953200998305,0.95,0.9195452852392737,0.777681229750164,0.5195079990157623,0.8416696397774391
135,0.8500000000000001,4.90174889009504,0.13289342214271557,0.273946885000737,7.117006451335695,0.048404388978958435,0.95,0.9213112242052285,0.7318737685358061,0.5265039696934404,0.842474813600313
136,0.8500000000000001,6.164115949410655,0.22157188651667367,0.34744998673508876,5.284568780949703,0.10459098001720912,0.95,0.9165533694402422,0.7634381019764911,0.885890372479388,0.7976327140263975
137,0.8500000000000001,5.411568800629341,0.11982889381265326,0.21472401710819428,4.949760530282217,-0.03230591312034325,0.95,0.9155405797162438,0.5643339732578617,0.8569901878360421,0.82062498275237
138,0.8500000000000001,4.183187755341335,0.11135301800781618,0.23752867319606952,7.977208100220016,0.10780573326264377,0.95,0.9163515096187465,0.606291637149887,0.518478020927166,0.8812802779415069
139,0.8500000000000001,5.177198067031475,0.13825584930004967,0.34325177138494295,5.29931246724976,0.08477988723888907,0.95,0.9210926686000104,0.7118707961177977,0.5879527408176118,0.828255942111271
140,0.8500000000000001,6.364463300614624,0.181393909242403,0.35647148209879526,7.379774472492177,0.0006899698103367846,0.95,0.9204696514399644,0.6056215881947884,0.9028044309954907,0.7933331610141835
141,0.8500000000000001,6.539543662292134,0.059359381152504574,0.3320143439130953,8.85171004794134,0.04922801870535507,0.95,0.9197004579778892,0.8703707831427475,0.5239206999136176,0.7852042633381642
142,0.8500000000000001,4.095353028708977,0.14819722278945197,0.35135166369884796,6.209538425880373,0.17015130547493468,0.95,0.9221301766508486,0.5855833267171783,0.38143179538699845,0.8860814704151047
143,0.8500000000000001,3.995568331421511,0.06288002392721438,0.3725616579049154,6.922562024714074,0.06099981447910125,0.95,0.914416990585649,0.9354523234907544,0.664285956141783,0.891478305903756
144,0.8500000000000001,5.411340450320084,0.14256081034900678,0.2868530831444272,5.688073187208681,0.10256190305048525,0.95,0.9163813887739829,0.659195942742869,0.5674097576320334,0.8199403591505755
145,0.8500000000000001,4.071791014276166,0.15853093856408013,0.24712382554529327,6.012489688857814,-0.008212896491893466,0.95,0.9172001169713152,0.8482718166526421,0.6215434323648449,0.8841904573895549
146,0.8500000000000001,6.034356032335049,0.2142103344709607,0.301797790971091,7.587920539504159,0.030557926340073375,0.95,0.9149753869624649,0.6524762351690094,0.12914905909732613,0.8008525907070638
